id,swedish,english,group,properties,aliases_sv,aliases_en,search_terms,notes_sv,notes_en,season_availability,typical_storage,typical_unit,price_category,avg_price_sek,carbon_footprint_category,status,created_date,updated_date,created_by,verified_by,ai_generated,export_ready
bränbär,bränbär,cloudberries,fruit/common,"plant-based,vegan-friendly","hjortron,multebär","cloudberry,bakeapple","bränberries,bränbär","Nordisk bär, växer på myrar","Nordic berry, grows in marshes",year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bubbel,bubbel,sparkling wine,other/beverage,"contains-alcohol,plant-based,vegan-friendly","mousserande vin,champagne","sparkling wine,bubbles",bubbel,Mousserande vin Innehåller alkohol.,Sparkling wine Contains alcohol.,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
butter-biscuit,smörkex,butter cookie,grain/bread,"animal-product,contains-gluten,contains-lactose,dairy","smörkaka,butterscotch","butter biscuit,butter cookie",butter biscuit,Smörig kaka,Buttery cookie,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bärcompott,bärcompott,berry compote,fruit/common,"plant-based,vegan-friendly","fruktcompott,kompott","berry compote,stewed berries","berriescompott,bärcompott",Kokt bärblandning med socker,Cooked berry mixture with sugar,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bärjuice,bärjuice,berry juice,other/beverage,"plant-based,vegan-friendly","bärsaft,bärdryck","berry juice,berry drink","berriesjuice,bärjuice",Juice från blandade bär,Juice from mixed berries,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bärmousse,bärmousse,berry mousse,other/dessert,"plant-based,processed,vegan-friendly","mousse,bärdessert","berry mousse,fruit mousse","berriesmousse,bärmousse",Luftig bärdessert,Light berry dessert,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
bönor,bönor,beans,protein/plant-based,"plant-based,vegan-friendly","blandade bönor,kokta bönor","beans,mixed beans","beans,bönor",Generiska bönor,Generic beans,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
caesar-dressing,caesar dressing,Caesar dressing,other/condiment,"animal-product,contains-lactose,dairy,egg,fish,processed,seafood","caesarsås,caesardressing","Caesar dressing,Caesar sauce",caesar dressing,Klassisk salladsdressing,Classic salad dressing,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cajunskrydda,cajunskrydda,Cajun seasoning,spice/blend,"plant-based,vegan-friendly","cajun,kreolkrydda","Cajun seasoning,Creole spice",cajunskrydda,Amerikansk kryddblandning,American spice blend,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cake-base-sponge,tårtbotten,sponge cake base,grain/bread,"animal-product,contains-gluten,egg,processed",färdig tårtbotten;sockerkaksbotten,ready-made cake layers;sponge layers,"cake base sponge,sponge cake base,tårtbotten",Färdiga bottnar för snabba tårtor,Ready-made layers for quick cakes,year-round,ambient,st,budget,35,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
calamansi,calamansi,calamansi lime,fruit/citrus,"plant-based,vegan-friendly","calamondin,filippinsk lime","calamansi,calamondin,Philippine lime",calamansi,Liten asiatisk citrusfrukt,Small Asian citrus fruit,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
caviar,caviar,caviar,protein/seafood,"animal-product,fish,seafood","kaviar,rysk kaviar,stör-rom","caviar,sturgeon roe",caviar,Exklusiv fiskrom från stör,Exclusive roe from sturgeon,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
caviar-saus,caviar saus,caviar sauce,other/condiment,"animal-product,fish,processed,seafood","kaviarsås,rom-sås","caviar sauce,roe sauce",caviar saus,Sås med kaviar,Sauce with caviar,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
champinjoner,champinjoner,mushrooms,vegetable/mushroom,"plant-based,vegan-friendly","svamp,vit champinjon","mushrooms,button mushrooms","champinjoner,mushroomer",Vanlig odlad svamp,Common cultivated mushroom,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
chana-dal,chana dal,chana dal (split chickpeas),protein/plant-based,"plant-based,vegan-friendly",delade kikärtor;bengal gram;kala chana,split chickpeas;Bengal gram,chana dal,"Delade kikärtor utan skal, vanliga i indisk dal","Split chickpeas without skin, common in Indian dal",year-round,ambient,g,budget,30,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cheddar-dip,cheddardipp,cheddar dip,other/condiment,"animal-product,contains-lactose,dairy,processed",ostdip;nachodipp,cheese dip;nacho cheese dip,"cheddar dip,cheddardipp",Färdig ostsås till tacos och chips,Ready-made cheese sauce for tacos,year-round,ambient,g,budget,30,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cheddarost,cheddarost,cheddar cheese,protein/dairy,"animal-product,contains-lactose,dairy","cheddar,engelsk ost","cheddar cheese,cheddar","cheddarcheese,cheddarost",Engelsk hårdost,English hard cheese,year-round,refrigerated,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cheese-sauce,ostsås,cheese sauce,other/condiment,"animal-product,contains-lactose,dairy","ostsås,cheddarsås","cheese sauce,cheddar sauce","cheese sauce,ostsås",Färdig ostsås,Ready-made cheese sauce,year-round,ambient,ml,standard,25,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
chili-pepper,chili pepper,chili pepper,spice/other,"is-spicy,nightshade,plant-based,vegan-friendly","chilipeppar,färsk chili","chili pepper,hot pepper",chili pepper,Färsk chilipeppar,Fresh chili pepper,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
chili-sauce-mild,chilisås,mild chili sauce,other/condiment,"is-spicy,nightshade,plant-based,processed,vegan-friendly",heinz chilisås;tomatbaserad chilisås,heinz chili sauce;cocktail sauce base,"chili sauce mild,chilisås,mild chili sauce","Tomatbaserad mild chilisås, klassiker i Flygande Jacob","Tomato based mild sauce, classic in Swedish cooking",year-round,ambient,ml,budget,35,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
chinese-soy-sauce,sojasås kinesisk,Chinese soy sauce,other/condiment,"contains-gluten,plant-based,soy,vegan-friendly","kinesisk soja,mörk soja","Chinese soy sauce,dark soy","chinese soy sauce,sojasås kinesisk",Kinesisk sojaås,Chinese soy sauce,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
chipotle,chipotle,chipotle pepper,spice/ground,"is-spicy,nightshade,plant-based,processed,vegan-friendly","rökt jalapeño,chipotle","chipotle pepper,smoked jalapeño",chipotle,Rökt torkad jalapeño,Smoked dried jalapeño,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
chipotle-in-adobo,chipotle i adobo,chipotle in adobo,other/condiment,"is-spicy,nightshade,plant-based,vegan-friendly","chipotle i adobosås,mexikansk chili","chipotle in adobo,canned chipotle","chipotle i adobo,chipotle in adobo",Rökta chili i tomatsås,Smoked chili in tomato sauce,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
chokladdryck,chokladdryck,hot chocolate,other/beverage,"animal-product,contains-lactose,dairy,processed","varm choklad,kakao","hot chocolate,cocoa drink","chocolatedryck,chokladdryck",Varm chokladdryck,Hot chocolate drink,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
chokladglass,chokladglass,chocolateice cream,other/dessert,"animal-product,contains-lactose,dairy,processed","chokladglass,glass","chocolate ice cream,chocolate gelato","chocolateice cream,chokladglass",Glass med chokladsmak,Ice cream with chocolate flavor,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
chokladmousse,chokladmousse,chocolate mousse,other/dessert,"plant-based,processed,vegan-friendly","mousse au chocolat,chokladmousse",chocolate mousse,"chocolatemousse,chokladmousse",Luftig chokladdessert,Light chocolate dessert,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
chokladsas,chokladsås,chocolate sauce,other/condiment,"animal-product,contains-lactose,dairy","chokladsås,chokladtopping","chocolate sauce,fudge sauce","chocolate sauce,chokladsas,chokladsås",Sås av choklad för desserter,Chocolate sauce for desserts,year-round,ambient,ml,standard,25,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
citric-acid,citronsyra,citric acid,other/baking,"plant-based,processed,vegan-friendly",citron syra,citric acid;sour salt,"citric acid,citronsyra",Konserveringsmedel för saft och sylt,Preservative for cordial and jam,year-round,ambient,g,budget,20,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
citronbalm,citronbalm,lemon balm,spice/herb-fresh,"plant-based,vegan-friendly","citronmeliss,melissa","lemon balm,melissa","citronbalm,lemonbalm",Citrusdoftande ört,Citrus-scented herb,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
citrongele,citrongele,lemon jelly,fruit/common,"plant-based,vegan-friendly","citrongelé,citronmarmelad","lemon jelly,lemon gelatin","citrongele,lemongele",Gelé med citronsmak,Jelly with lemon flavor,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
citronzest,citronzest,lemon zest,fruit/common,"plant-based,vegan-friendly","citronskal riven,citronrivet","lemon zest,grated lemon peel","citronzest,lemonzest",Finriven citronskal,Finely grated lemon peel,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
citrusskål,citrusskal,citrus peel,vegetable/leaf,"plant-based,vegan-friendly","citrusskal,skal","citrus peel,zest",citrusskål,Skal från citrusfrukter,Peel from citrus fruits,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
coarse-salt,grovt salt,coarse salt,spice/other,"plant-based,vegan-friendly","havssalt,flingsalt","sea salt,flake salt","coarse salt,grovt salt",Grövre saltkorn för gatning och kryddning,Coarser salt crystals for curing and seasoning,year-round,ambient,g,standard,25,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cocktail-sauce,cocktailsås,cocktail sauce,other/condiment,"animal-product,egg,fish,nightshade,processed,seafood",räksås;skaldjurssås;rose sauce,seafood sauce;prawn cocktail sauce;Marie Rose sauce,"cocktail sauce,cocktailsås","Majonnäsbaserad sås med tomat och cognac, till räkcocktail",Mayo-based sauce with tomato and cognac for prawn cocktail,year-round,refrigerated,ml,standard,40,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cocktailtomater,cocktailtomater,cocktail tomatoes,vegetable/onion-family,"doesnt-freeze-well,nightshade,plant-based,vegan-friendly","små tomater,minitomater","cocktail tomatoes,mini tomatoes","cocktailtomater,cocktailtomatoer",Små söta tomater,Small sweet tomatoes,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cookie-butter,cookie butter,cookie butter spread,other/sweetener,"plant-based,vegan-friendly","kakmjör,speculoospread","cookie butter,Biscoff spread",cookie butter,Bredbart av kakor,Spreadable cookie paste,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
courgette,courgette,zucchini,vegetable/fruit-veg,"plant-based,vegan-friendly","zucchini,squash","zucchini,courgette",courgette,Grön sommarsquash,Green summer squash,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cream-cheese-frosting,cream cheese frosting,cream cheese frosting,protein/dairy,"animal-product,contains-lactose,dairy,processed","färskostglasyr,cream cheese-glasyr",cream cheese icing,"cream cheese frcheeseing,cream cheese frosting",Glasyr baserad på färskost,Frosting based on cream cheese,year-round,refrigerated,g,standard,55,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cream-substitute,gräddersättning,cream substitute,fat/solid,"animal-product,contains-lactose,dairy,processed","gräddersättning,kaffegrädde,mellangrädde","cream substitute,non-dairy cream","cream substitute,gräddersättning",Växtbaserad eller blandad ersättning för grädde,Plant-based or mixed cream substitute,year-round,ambient,ml,budget,25,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
crème-fraiche,crème fraiche,crème fraîche,protein/dairy,"animal-product,contains-lactose,dairy,doesnt-freeze-well","creme fraiche,gräddfil","crème fraîche,soured cream",crème fraiche,Syrad grädde,Soured cream,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cucumber-relish,bostongurka,cucumber relish,other/condiment,"doesnt-freeze-well,processed,vegan-friendly",hackad gurka;gurkmix,pickle relish;chopped pickles,"bostongurka,cucumber relish",Klassisk svensk gurkmix till korv,Classic Swedish chopped pickle relish,year-round,ambient,g,budget,35,low,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
cumin,cumin,cumin,spice/other,"plant-based,vegan-friendly","spiskummin,kummin","cumin,ground cumin",cumin,Varm aromatisk krydda,Warm aromatic spice,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
daim-bits,daim bits,Daim chocolate bits,other/baking,"plant-based,processed,vegan-friendly","daimkross,chokladbitar","Daim bits,toffee chocolate bits",daim bits,Krossad Daim-choklad,Crushed Daim chocolate,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
demerara,demerara,demerara sugar,other/sweetener,"plant-based,vegan-friendly","demerarasocker,råsocker","demerara sugar,raw cane sugar",demerara,Grovt rörsocker,Coarse cane sugar,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
digestive-biscuit,digestive biscuit,digestive biscuit,grain/bread,"contains-gluten,plant-based,vegan-friendly","digestivekex,fullkornskex","digestive biscuit,graham cracker",digestive biscuit,Brittisk fullkornskex,British whole wheat biscuit,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
dijon-senap,dijonsenap,Dijon mustard,spice/other,"mustard,plant-based,processed,vegan-friendly","dijonsenap,fransk senap","Dijon mustard,French mustard",dijon senap,Fransk stark senap,French sharp mustard,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
dill,dill,dill,spice/herb-fresh,"plant-based,vegan-friendly","dillört,färsk dill","dill,fresh dill",dill,Svensk klassisk ört,Swedish classic herb,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
dillfrön,dillfrön,dill seeds,other/nut-seed,"plant-based,vegan-friendly","dillfrö,torkade dillfrön","dill seeds,dried dill seeds",dillfrön,Frön för inläggning,Seeds for pickling,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
dinkelmjöl,dinkelmjöl,spelt flour,grain/flour,"contains-gluten,plant-based,vegan-friendly","dinkel,speltmjöl","spelt flour,dinkel flour","dinkelflour,dinkelmjöl",Mjöl av dinkel/spelt,Flour from spelt grain,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
dinkelvete,dinkelvete,spelt wheat,grain/whole,"contains-gluten,plant-based,vegan-friendly","dinkelkorn,spelt","spelt wheat,spelt grain",dinkelvete,Hela dinkelkorn,Whole spelt grains,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
doce-de-leche,doce de leche,dulce de leche,other/sweetener,"animal-product,contains-lactose,dairy","dulce de leche,mjölkkaramell","dulce de leche,caramel spread",doce de leche,Sydamerikansk karamellkräm,South American caramel cream,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
dried-berries,torkade bär,dried berries,fruit/dried,"plant-based,sulfites,vegan-friendly","torkad frukt,torkade frukter",dried fruit,"dried berries,torkade bär",Olika sorters torkade bär,Various types of dried berries,year-round,ambient,g,standard,55,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
enkornvete,enkornvete,einkorn wheat,grain/whole,"contains-gluten,plant-based,vegan-friendly","einkorn,urvete","einkorn wheat,ancient wheat",enkornvete,Urgammalt vetesort,Ancient wheat variety,year-round,ambient,g,standard,,medium,validated,2025-12-18 00:00:00,2025-12-20 00:00:00,ai-coverage-check,,1,1
